time,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir
2015-01-01 00:00:00+01:00,,863.0,1051.0,1899.0
2015-01-01 01:00:00+01:00,,920.0,1009.0,1658.0
2015-01-01 02:00:00+01:00,,1164.0,973.0,1371.0
2015-01-01 03:00:00+01:00,,1503.0,949.0,779.0
2015-01-01 04:00:00+01:00,,1826.0,953.0,720.0
2015-01-01 05:00:00+01:00,,2109.0,952.0,743.0
2015-01-01 06:00:00+01:00,,2108.0,961.0,848.0
2015-01-01 07:00:00+01:00,,2031.0,983.0,1012.0
2015-01-01 08:00:00+01:00,,2119.0,1001.0,1015.0
2015-01-01 09:00:00+01:00,,2170.0,1041.0,1357.0
2015-01-01 10:00:00+01:00,,2020.0,1041.0,1817.0
2015-01-01 11:00:00+01:00,,1183.0,1069.0,1516.0
2015-01-01 12:00:00+01:00,,972.0,1052.0,1204.0
2015-01-01 13:00:00+01:00,,922.0,1041.0,1286.0
2015-01-01 14:00:00+01:00,,941.0,1028.0,1027.0
2015-01-01 15:00:00+01:00,,1069.0,1023.0,1151.0
2015-01-01 16:00:00+01:00,,970.0,1032.0,1156.0
2015-01-01 17:00:00+01:00,,798.0,1036.0,1626.0
2015-01-01 18:00:00+01:00,,1.0,1094.0,3203.0
2015-01-01 19:00:00+01:00,,1.0,1153.0,5333.0
2015-01-01 20:00:00+01:00,,0.0,1214.0,6183.0
2015-01-01 21:00:00+01:00,,0.0,1220.0,6231.0
2015-01-01 22:00:00+01:00,,0.0,1178.0,5359.0
2015-01-01 23:00:00+01:00,,0.0,1095.0,3511.0
2015-01-02 00:00:00+01:00,,1290.0,1268.0,3871.0
2015-01-02 01:00:00+01:00,,1996.0,1263.0,2996.0
2015-01-02 02:00:00+01:00,,2698.0,1246.0,2581.0
2015-01-02 03:00:00+01:00,,3269.0,1248.0,2933.0
2015-01-02 04:00:00+01:00,,3267.0,1233.0,2646.0
2015-01-02 05:00:00+01:00,,3258.0,1225.0,2529.0
2015-01-02 06:00:00+01:00,,3256.0,1241.0,2658.0
2015-01-02 07:00:00+01:00,,2987.0,1247.0,2706.0
2015-01-02 08:00:00+01:00,,2447.0,1274.0,3090.0
2015-01-02 09:00:00+01:00,,1907.0,1297.0,3579.0
2015-01-02 10:00:00+01:00,,938.0,1319.0,4289.0
2015-01-02 11:00:00+01:00,,747.0,1333.0,4332.0
2015-01-02 12:00:00+01:00,,864.0,1324.0,3619.0
2015-01-02 13:00:00+01:00,,906.0,1281.0,3392.0
2015-01-02 14:00:00+01:00,,1047.0,1281.0,3487.0
2015-01-02 15:00:00+01:00,,1491.0,1284.0,2984.0
2015-01-02 16:00:00+01:00,,1975.0,1283.0,3104.0
2015-01-02 17:00:00+01:00,,1760.0,1295.0,3102.0
2015-01-02 18:00:00+01:00,,595.0,1324.0,3886.0
2015-01-02 19:00:00+01:00,,78.0,1352.0,5553.0
2015-01-02 20:00:00+01:00,,68.0,1369.0,5604.0
2015-01-02 21:00:00+01:00,,68.0,1370.0,5902.0
2015-01-02 22:00:00+01:00,,68.0,1365.0,5347.0
2015-01-02 23:00:00+01:00,,68.0,1323.0,4969.0
2015-01-03 00:00:00+01:00,,502.0,1423.0,3719.0
2015-01-03 01:00:00+01:00,,1048.0,1392.0,3482.0
2015-01-03 02:00:00+01:00,,1880.0,1296.0,3060.0
2015-01-03 03:00:00+01:00,,2441.0,1245.0,2474.0
2015-01-03 04:00:00+01:00,,2767.0,1221.0,2266.0
2015-01-03 05:00:00+01:00,,2953.0,1212.0,2449.0
2015-01-03 06:00:00+01:00,,2744.0,1215.0,2620.0
2015-01-03 07:00:00+01:00,,2279.0,1295.0,2559.0
2015-01-03 08:00:00+01:00,,2152.0,1295.0,3335.0
2015-01-03 09:00:00+01:00,,1081.0,1380.0,4229.0
2015-01-03 10:00:00+01:00,,341.0,1421.0,4827.0
2015-01-03 11:00:00+01:00,,325.0,1424.0,4429.0
2015-01-03 12:00:00+01:00,,409.0,1417.0,4309.0
2015-01-03 13:00:00+01:00,,1095.0,1390.0,3784.0
2015-01-03 14:00:00+01:00,,1750.0,1285.0,3709.0
2015-01-03 15:00:00+01:00,,2141.0,1277.0,3320.0
2015-01-03 16:00:00+01:00,,2175.0,1279.0,3919.0
2015-01-03 17:00:00+01:00,,1936.0,1302.0,4256.0
2015-01-03 18:00:00+01:00,,1271.0,1478.0,4812.0
2015-01-03 19:00:00+01:00,,129.0,1544.0,5753.0
2015-01-03 20:00:00+01:00,,0.0,1583.0,5946.0
2015-01-03 21:00:00+01:00,,0.0,1572.0,5985.0
2015-01-03 22:00:00+01:00,,117.0,1546.0,5519.0
2015-01-03 23:00:00+01:00,,587.0,1502.0,4505.0
2015-01-04 00:00:00+01:00,,1045.0,1502.0,1991.0
2015-01-04 01:00:00+01:00,,1257.0,1494.0,1867.0
2015-01-04 02:00:00+01:00,,1629.0,1484.0,1414.0
2015-01-04 03:00:00+01:00,,1962.0,1472.0,1355.0
2015-01-04 04:00:00+01:00,,2185.0,1438.0,1431.0
2015-01-04 05:00:00+01:00,,1795.0,1457.0,1534.0
2015-01-04 06:00:00+01:00,,1341.0,1352.0,2284.0
2015-01-04 07:00:00+01:00,,378.0,1433.0,3188.0
2015-01-04 08:00:00+01:00,,0.0,1561.0,3521.0
2015-01-04 09:00:00+01:00,,0.0,1573.0,4286.0
2015-01-04 10:00:00+01:00,,17.0,1451.0,3921.0
2015-01-04 11:00:00+01:00,,119.0,1519.0,4023.0
2015-01-04 12:00:00+01:00,,72.0,1533.0,3997.0
2015-01-04 13:00:00+01:00,,69.0,1591.0,3760.0
2015-01-04 14:00:00+01:00,,69.0,1529.0,3077.0
2015-01-04 15:00:00+01:00,,69.0,1495.0,2602.0
2015-01-04 16:00:00+01:00,,112.0,1459.0,2553.0
2015-01-04 17:00:00+01:00,,251.0,1435.0,2925.0
2015-01-04 18:00:00+01:00,,506.0,1435.0,3446.0
2015-01-04 19:00:00+01:00,,789.0,1458.0,4365.0
2015-01-04 20:00:00+01:00,,416.0,1538.0,5936.0
2015-01-04 21:00:00+01:00,,0.0,1616.0,5856.0
2015-01-04 22:00:00+01:00,,0.0,1594.0,4684.0
2015-01-04 23:00:00+01:00,,79.0,1467.0,3776.0
2015-01-05 00:00:00+01:00,,650.0,1182.0,2086.0
2015-01-05 01:00:00+01:00,,938.0,1099.0,2458.0
2015-01-05 02:00:00+01:00,,1021.0,1076.0,2140.0
2015-01-05 03:00:00+01:00,,,,
2015-01-05 04:00:00+01:00,,2067.0,982.0,2531.0
2015-01-05 05:00:00+01:00,,2228.0,969.0,2439.0
2015-01-05 06:00:00+01:00,,2365.0,967.0,2583.0
2015-01-05 07:00:00+01:00,,2321.0,1087.0,2740.0
2015-01-05 08:00:00+01:00,,2071.0,1110.0,2480.0
2015-01-05 09:00:00+01:00,,1465.0,1168.0,2575.0
2015-01-05 10:00:00+01:00,,1216.0,1207.0,2286.0
2015-01-05 11:00:00+01:00,,1166.0,1206.0,2209.0
2015-01-05 12:00:00+01:00,,,,
2015-01-05 13:00:00+01:00,,,,
2015-01-05 14:00:00+01:00,,,,
2015-01-05 15:00:00+01:00,,,,
2015-01-05 16:00:00+01:00,,,,
2015-01-05 17:00:00+01:00,,,,
2015-01-05 18:00:00+01:00,,1242.0,1219.0,2156.0
2015-01-05 19:00:00+01:00,,651.0,1260.0,1843.0
2015-01-05 20:00:00+01:00,,108.0,1308.0,2291.0
2015-01-05 21:00:00+01:00,,0.0,1328.0,3732.0
2015-01-05 22:00:00+01:00,,45.0,1328.0,3613.0
2015-01-05 23:00:00+01:00,,193.0,1318.0,3044.0
2015-01-06 00:00:00+01:00,,99.0,767.0,1218.0
2015-01-06 01:00:00+01:00,,693.0,737.0,1620.0
2015-01-06 02:00:00+01:00,,1000.0,728.0,1862.0
2015-01-06 03:00:00+01:00,,1053.0,727.0,1834.0
2015-01-06 04:00:00+01:00,,1052.0,727.0,1758.0
2015-01-06 05:00:00+01:00,,1016.0,720.0,1793.0
2015-01-06 06:00:00+01:00,,323.0,720.0,1435.0
2015-01-06 07:00:00+01:00,,17.0,779.0,2369.0
2015-01-06 08:00:00+01:00,,0.0,842.0,3860.0
2015-01-06 09:00:00+01:00,,0.0,852.0,4119.0
2015-01-06 10:00:00+01:00,,0.0,895.0,4449.0
2015-01-06 11:00:00+01:00,,0.0,899.0,4584.0
2015-01-06 12:00:00+01:00,,0.0,898.0,4579.0
2015-01-06 13:00:00+01:00,,0.0,901.0,4335.0
2015-01-06 14:00:00+01:00,,0.0,857.0,4167.0
2015-01-06 15:00:00+01:00,,0.0,813.0,3084.0
2015-01-06 16:00:00+01:00,,95.0,825.0,3290.0
2015-01-06 17:00:00+01:00,,5.0,823.0,3454.0
2015-01-06 18:00:00+01:00,,0.0,820.0,3349.0
2015-01-06 19:00:00+01:00,,0.0,806.0,3119.0
2015-01-06 20:00:00+01:00,,0.0,836.0,3009.0
2015-01-06 21:00:00+01:00,,0.0,937.0,3921.0
2015-01-06 22:00:00+01:00,,0.0,884.0,3834.0
2015-01-06 23:00:00+01:00,,0.0,863.0,2778.0
2015-01-07 00:00:00+01:00,,0.0,728.0,1982.0
2015-01-07 01:00:00+01:00,,137.0,704.0,1483.0
2015-01-07 02:00:00+01:00,,482.0,704.0,1003.0
2015-01-07 03:00:00+01:00,,747.0,692.0,626.0
2015-01-07 04:00:00+01:00,,845.0,689.0,563.0
2015-01-07 05:00:00+01:00,,700.0,687.0,610.0
2015-01-07 06:00:00+01:00,,209.0,706.0,1363.0
2015-01-07 07:00:00+01:00,,0.0,761.0,2280.0
2015-01-07 08:00:00+01:00,,0.0,780.0,3192.0
2015-01-07 09:00:00+01:00,,0.0,788.0,4420.0
2015-01-07 10:00:00+01:00,,0.0,753.0,3674.0
2015-01-07 11:00:00+01:00,,0.0,754.0,3289.0
2015-01-07 12:00:00+01:00,,0.0,762.0,3131.0
2015-01-07 13:00:00+01:00,,0.0,751.0,2709.0
2015-01-07 14:00:00+01:00,,0.0,733.0,1912.0
2015-01-07 15:00:00+01:00,,0.0,721.0,1479.0
2015-01-07 16:00:00+01:00,,0.0,713.0,1191.0
2015-01-07 17:00:00+01:00,,0.0,709.0,1458.0
2015-01-07 18:00:00+01:00,,0.0,707.0,1965.0
2015-01-07 19:00:00+01:00,,0.0,711.0,2384.0
2015-01-07 20:00:00+01:00,,0.0,736.0,2566.0
2015-01-07 21:00:00+01:00,,0.0,735.0,2622.0
2015-01-07 22:00:00+01:00,,6.0,721.0,2412.0
2015-01-07 23:00:00+01:00,,137.0,677.0,1414.0
2015-01-08 00:00:00+01:00,,398.0,658.0,831.0
2015-01-08 01:00:00+01:00,,392.0,628.0,942.0
2015-01-08 02:00:00+01:00,,956.0,631.0,882.0
2015-01-08 03:00:00+01:00,,1088.0,634.0,934.0
2015-01-08 04:00:00+01:00,,1027.0,636.0,799.0
2015-01-08 05:00:00+01:00,,1348.0,631.0,781.0
2015-01-08 06:00:00+01:00,,1804.0,631.0,943.0
2015-01-08 07:00:00+01:00,,1638.0,629.0,888.0
2015-01-08 08:00:00+01:00,,508.0,641.0,1147.0
2015-01-08 09:00:00+01:00,,198.0,652.0,965.0
2015-01-08 10:00:00+01:00,,104.0,664.0,1153.0
2015-01-08 11:00:00+01:00,,0.0,689.0,1333.0
2015-01-08 12:00:00+01:00,,6.0,717.0,1795.0
2015-01-08 13:00:00+01:00,,27.0,715.0,2275.0
2015-01-08 14:00:00+01:00,,32.0,717.0,2198.0
2015-01-08 15:00:00+01:00,,10.0,694.0,1776.0
2015-01-08 16:00:00+01:00,,0.0,667.0,1445.0
2015-01-08 17:00:00+01:00,,0.0,654.0,1478.0
2015-01-08 18:00:00+01:00,,0.0,640.0,1236.0
2015-01-08 19:00:00+01:00,,0.0,645.0,1435.0
2015-01-08 20:00:00+01:00,,84.0,683.0,2430.0
2015-01-08 21:00:00+01:00,,81.0,722.0,3302.0
2015-01-08 22:00:00+01:00,,4.0,706.0,3461.0
2015-01-08 23:00:00+01:00,,0.0,669.0,2426.0
2015-01-09 00:00:00+01:00,,0.0,574.0,1930.0
2015-01-09 01:00:00+01:00,,62.0,553.0,1819.0
2015-01-09 02:00:00+01:00,,167.0,544.0,1347.0
2015-01-09 03:00:00+01:00,,557.0,548.0,943.0
2015-01-09 04:00:00+01:00,,734.0,548.0,655.0
2015-01-09 05:00:00+01:00,,753.0,558.0,682.0
2015-01-09 06:00:00+01:00,,468.0,559.0,1561.0
2015-01-09 07:00:00+01:00,,297.0,555.0,1801.0
2015-01-09 08:00:00+01:00,,43.0,589.0,1932.0
2015-01-09 09:00:00+01:00,,0.0,645.0,2736.0
2015-01-09 10:00:00+01:00,,0.0,672.0,3238.0
2015-01-09 11:00:00+01:00,,0.0,656.0,2941.0
2015-01-09 12:00:00+01:00,,0.0,658.0,2898.0
2015-01-09 13:00:00+01:00,,0.0,645.0,3092.0
2015-01-09 14:00:00+01:00,,0.0,622.0,2380.0
2015-01-09 15:00:00+01:00,,1.0,617.0,2283.0
2015-01-09 16:00:00+01:00,,0.0,612.0,2083.0
2015-01-09 17:00:00+01:00,,4.0,610.0,1983.0
2015-01-09 18:00:00+01:00,,167.0,613.0,1629.0
2015-01-09 19:00:00+01:00,,433.0,645.0,1789.0
2015-01-09 20:00:00+01:00,,183.0,666.0,2676.0
2015-01-09 21:00:00+01:00,,50.0,663.0,3161.0
2015-01-09 22:00:00+01:00,,1.0,651.0,2007.0
2015-01-09 23:00:00+01:00,,0.0,613.0,1037.0
2015-01-10 00:00:00+01:00,,321.0,453.0,2092.0
2015-01-10 01:00:00+01:00,,391.0,448.0,1522.0
2015-01-10 02:00:00+01:00,,472.0,437.0,787.0
2015-01-10 03:00:00+01:00,,488.0,432.0,696.0
2015-01-10 04:00:00+01:00,,660.0,429.0,617.0
2015-01-10 05:00:00+01:00,,490.0,439.0,746.0
2015-01-10 06:00:00+01:00,,150.0,444.0,1643.0
2015-01-10 07:00:00+01:00,,0.0,446.0,3923.0
2015-01-10 08:00:00+01:00,,0.0,452.0,4236.0
2015-01-10 09:00:00+01:00,,0.0,485.0,4410.0
2015-01-10 10:00:00+01:00,,0.0,493.0,4438.0
2015-01-10 11:00:00+01:00,,121.0,475.0,4006.0
2015-01-10 12:00:00+01:00,,166.0,474.0,3769.0
2015-01-10 13:00:00+01:00,,9.0,483.0,3092.0
2015-01-10 14:00:00+01:00,,0.0,509.0,2314.0
2015-01-10 15:00:00+01:00,,72.0,500.0,2074.0
2015-01-10 16:00:00+01:00,,83.0,481.0,1941.0
2015-01-10 17:00:00+01:00,,83.0,498.0,1661.0
2015-01-10 18:00:00+01:00,,72.0,509.0,1422.0
2015-01-10 19:00:00+01:00,,0.0,518.0,3529.0
2015-01-10 20:00:00+01:00,,0.0,533.0,4241.0
2015-01-10 21:00:00+01:00,,60.0,523.0,4240.0
2015-01-10 22:00:00+01:00,,190.0,520.0,2362.0
2015-01-10 23:00:00+01:00,,300.0,506.0,1022.0
2015-01-11 00:00:00+01:00,,753.0,711.0,1549.0
2015-01-11 01:00:00+01:00,,896.0,680.0,1001.0
2015-01-11 02:00:00+01:00,,1176.0,681.0,954.0
2015-01-11 03:00:00+01:00,,1799.0,670.0,726.0
2015-01-11 04:00:00+01:00,,2226.0,666.0,780.0
2015-01-11 05:00:00+01:00,,2285.0,647.0,529.0
2015-01-11 06:00:00+01:00,,2289.0,645.0,521.0
2015-01-11 07:00:00+01:00,,2324.0,647.0,599.0
2015-01-11 08:00:00+01:00,,2497.0,624.0,532.0
2015-01-11 09:00:00+01:00,,2946.0,562.0,787.0
2015-01-11 10:00:00+01:00,,2892.0,603.0,714.0
2015-01-11 11:00:00+01:00,,2570.0,590.0,564.0
2015-01-11 12:00:00+01:00,,2604.0,593.0,863.0
2015-01-11 13:00:00+01:00,,2204.0,652.0,773.0
2015-01-11 14:00:00+01:00,,1879.0,640.0,681.0
2015-01-11 15:00:00+01:00,,1965.0,635.0,788.0
2015-01-11 16:00:00+01:00,,1934.0,633.0,1009.0
2015-01-11 17:00:00+01:00,,1284.0,631.0,909.0
2015-01-11 18:00:00+01:00,,453.0,651.0,1445.0
2015-01-11 19:00:00+01:00,,140.0,674.0,1753.0
2015-01-11 20:00:00+01:00,,149.0,665.0,1741.0
2015-01-11 21:00:00+01:00,,460.0,652.0,1660.0
2015-01-11 22:00:00+01:00,,673.0,632.0,1512.0
2015-01-11 23:00:00+01:00,,1168.0,629.0,759.0
2015-01-12 00:00:00+01:00,,290.0,839.0,2221.0
2015-01-12 01:00:00+01:00,,499.0,772.0,1075.0
2015-01-12 02:00:00+01:00,,686.0,742.0,692.0
2015-01-12 03:00:00+01:00,,771.0,673.0,459.0
2015-01-12 04:00:00+01:00,,854.0,666.0,471.0
2015-01-12 05:00:00+01:00,,712.0,695.0,500.0
2015-01-12 06:00:00+01:00,,405.0,770.0,1177.0
2015-01-12 07:00:00+01:00,,34.0,821.0,3669.0
2015-01-12 08:00:00+01:00,,2.0,844.0,5393.0
2015-01-12 09:00:00+01:00,,48.0,868.0,4942.0
2015-01-12 10:00:00+01:00,,311.0,857.0,4414.0
2015-01-12 11:00:00+01:00,,417.0,849.0,3815.0
2015-01-12 12:00:00+01:00,,417.0,842.0,3429.0
2015-01-12 13:00:00+01:00,,247.0,827.0,3114.0
2015-01-12 14:00:00+01:00,,2.0,832.0,2553.0
2015-01-12 15:00:00+01:00,,2.0,831.0,2572.0
2015-01-12 16:00:00+01:00,,2.0,839.0,2985.0
2015-01-12 17:00:00+01:00,,1.0,849.0,4305.0
2015-01-12 18:00:00+01:00,,1.0,871.0,5946.0
2015-01-12 19:00:00+01:00,,2.0,872.0,5661.0
2015-01-12 20:00:00+01:00,,2.0,883.0,5548.0
2015-01-12 21:00:00+01:00,,2.0,873.0,4841.0
2015-01-12 22:00:00+01:00,,2.0,837.0,4022.0
2015-01-12 23:00:00+01:00,,38.0,822.0,2357.0
2015-01-13 00:00:00+01:00,,632.0,821.0,1152.0
2015-01-13 01:00:00+01:00,,1460.0,779.0,748.0
2015-01-13 02:00:00+01:00,,2013.0,771.0,502.0
2015-01-13 03:00:00+01:00,,2479.0,756.0,493.0
2015-01-13 04:00:00+01:00,,2608.0,740.0,584.0
2015-01-13 05:00:00+01:00,,2466.0,745.0,586.0
2015-01-13 06:00:00+01:00,,1181.0,754.0,792.0
2015-01-13 07:00:00+01:00,,134.0,794.0,1918.0
2015-01-13 08:00:00+01:00,,0.0,956.0,3437.0
2015-01-13 09:00:00+01:00,,1.0,977.0,4103.0
2015-01-13 10:00:00+01:00,,0.0,930.0,4118.0
2015-01-13 11:00:00+01:00,,47.0,936.0,4358.0
2015-01-13 12:00:00+01:00,,1.0,935.0,3403.0
2015-01-13 13:00:00+01:00,,0.0,947.0,2513.0
2015-01-13 14:00:00+01:00,,2.0,926.0,1298.0
2015-01-13 15:00:00+01:00,,0.0,938.0,1290.0
2015-01-13 16:00:00+01:00,,81.0,959.0,1538.0
2015-01-13 17:00:00+01:00,,1.0,1013.0,2660.0
2015-01-13 18:00:00+01:00,,0.0,1072.0,4544.0
2015-01-13 19:00:00+01:00,,0.0,1077.0,5834.0
2015-01-13 20:00:00+01:00,,0.0,1130.0,5939.0
2015-01-13 21:00:00+01:00,,0.0,1154.0,5030.0
2015-01-13 22:00:00+01:00,,0.0,1084.0,2885.0
2015-01-13 23:00:00+01:00,,90.0,1048.0,1883.0
2015-01-14 00:00:00+01:00,,771.0,985.0,1290.0
2015-01-14 01:00:00+01:00,,964.0,841.0,539.0
2015-01-14 02:00:00+01:00,,1264.0,829.0,517.0
2015-01-14 03:00:00+01:00,,1868.0,832.0,601.0
2015-01-14 04:00:00+01:00,,1966.0,827.0,602.0
2015-01-14 05:00:00+01:00,,1922.0,824.0,805.0
2015-01-14 06:00:00+01:00,,935.0,840.0,1226.0
2015-01-14 07:00:00+01:00,,8.0,905.0,3538.0
2015-01-14 08:00:00+01:00,,0.0,1021.0,5459.0
2015-01-14 09:00:00+01:00,,1.0,991.0,5677.0
2015-01-14 10:00:00+01:00,,0.0,1034.0,5342.0
2015-01-14 11:00:00+01:00,,0.0,1020.0,5628.0
2015-01-14 12:00:00+01:00,,0.0,1085.0,4730.0
2015-01-14 13:00:00+01:00,,1.0,1031.0,4199.0
2015-01-14 14:00:00+01:00,,0.0,1100.0,2791.0
2015-01-14 15:00:00+01:00,,0.0,1065.0,2188.0
2015-01-14 16:00:00+01:00,,0.0,1082.0,2937.0
2015-01-14 17:00:00+01:00,,0.0,1068.0,3782.0
2015-01-14 18:00:00+01:00,,0.0,1100.0,4836.0
2015-01-14 19:00:00+01:00,,0.0,1090.0,5574.0
2015-01-14 20:00:00+01:00,,0.0,1084.0,5207.0
2015-01-14 21:00:00+01:00,,0.0,1081.0,3599.0
2015-01-14 22:00:00+01:00,,0.0,1028.0,3038.0
2015-01-14 23:00:00+01:00,,33.0,1011.0,1374.0
2015-01-15 00:00:00+01:00,,878.0,924.0,972.0
2015-01-15 01:00:00+01:00,,2130.0,795.0,993.0
2015-01-15 02:00:00+01:00,,2655.0,798.0,694.0
2015-01-15 03:00:00+01:00,,3060.0,821.0,604.0
2015-01-15 04:00:00+01:00,,3124.0,824.0,555.0
2015-01-15 05:00:00+01:00,,2926.0,819.0,520.0
2015-01-15 06:00:00+01:00,,1776.0,819.0,730.0
2015-01-15 07:00:00+01:00,,260.0,861.0,1230.0
2015-01-15 08:00:00+01:00,,0.0,894.0,2650.0
2015-01-15 09:00:00+01:00,,0.0,935.0,3255.0
2015-01-15 10:00:00+01:00,,1.0,955.0,3233.0
2015-01-15 11:00:00+01:00,,0.0,988.0,2520.0
2015-01-15 12:00:00+01:00,,79.0,1006.0,1811.0
2015-01-15 13:00:00+01:00,,1.0,1112.0,1621.0
2015-01-15 14:00:00+01:00,,190.0,1007.0,1335.0
2015-01-15 15:00:00+01:00,,266.0,1128.0,1256.0
2015-01-15 16:00:00+01:00,,195.0,1038.0,1482.0
2015-01-15 17:00:00+01:00,,3.0,1127.0,2018.0
2015-01-15 18:00:00+01:00,,0.0,1197.0,3590.0
2015-01-15 19:00:00+01:00,,0.0,1267.0,4371.0
2015-01-15 20:00:00+01:00,,0.0,1272.0,4037.0
2015-01-15 21:00:00+01:00,,1.0,1250.0,2885.0
2015-01-15 22:00:00+01:00,,166.0,1189.0,2063.0
2015-01-15 23:00:00+01:00,,971.0,1085.0,1609.0
2015-01-16 00:00:00+01:00,,1748.0,1085.0,1126.0
2015-01-16 01:00:00+01:00,,2709.0,1071.0,788.0
2015-01-16 02:00:00+01:00,,3132.0,1065.0,644.0
2015-01-16 03:00:00+01:00,,3180.0,1074.0,656.0
2015-01-16 04:00:00+01:00,,3358.0,1072.0,518.0
2015-01-16 05:00:00+01:00,,3224.0,1044.0,579.0
2015-01-16 06:00:00+01:00,,1859.0,1091.0,962.0
2015-01-16 07:00:00+01:00,,402.0,1130.0,1312.0
2015-01-16 08:00:00+01:00,,1.0,1178.0,2277.0
2015-01-16 09:00:00+01:00,,2.0,1220.0,3213.0
2015-01-16 10:00:00+01:00,,96.0,1233.0,4058.0
2015-01-16 11:00:00+01:00,,110.0,1229.0,3225.0
2015-01-16 12:00:00+01:00,,220.0,1155.0,2340.0
2015-01-16 13:00:00+01:00,,564.0,1077.0,1837.0
2015-01-16 14:00:00+01:00,,964.0,1054.0,1060.0
2015-01-16 15:00:00+01:00,,1483.0,1070.0,1248.0
2015-01-16 16:00:00+01:00,,1033.0,1128.0,1256.0
2015-01-16 17:00:00+01:00,,67.0,1189.0,1668.0
2015-01-16 18:00:00+01:00,,0.0,1215.0,3058.0
2015-01-16 19:00:00+01:00,,0.0,1226.0,4489.0
2015-01-16 20:00:00+01:00,,0.0,1229.0,4178.0
2015-01-16 21:00:00+01:00,,0.0,1234.0,3883.0
2015-01-16 22:00:00+01:00,,1.0,1181.0,2734.0
2015-01-16 23:00:00+01:00,,26.0,1128.0,1516.0
2015-01-17 00:00:00+01:00,,715.0,1076.0,914.0
2015-01-17 01:00:00+01:00,,2145.0,1056.0,781.0
2015-01-17 02:00:00+01:00,,2932.0,1042.0,743.0
2015-01-17 03:00:00+01:00,,2974.0,976.0,726.0
2015-01-17 04:00:00+01:00,,2976.0,977.0,624.0
2015-01-17 05:00:00+01:00,,2867.0,926.0,765.0
2015-01-17 06:00:00+01:00,,2060.0,925.0,720.0
2015-01-17 07:00:00+01:00,,736.0,939.0,909.0
2015-01-17 08:00:00+01:00,,27.0,1041.0,1532.0
2015-01-17 09:00:00+01:00,,0.0,1171.0,3067.0
2015-01-17 10:00:00+01:00,,0.0,1191.0,3786.0
2015-01-17 11:00:00+01:00,,0.0,1188.0,3700.0
2015-01-17 12:00:00+01:00,,0.0,1149.0,3054.0
2015-01-17 13:00:00+01:00,,0.0,1118.0,2315.0
2015-01-17 14:00:00+01:00,,0.0,1105.0,1578.0
2015-01-17 15:00:00+01:00,,57.0,1106.0,1101.0
2015-01-17 16:00:00+01:00,,175.0,1101.0,1051.0
2015-01-17 17:00:00+01:00,,4.0,1110.0,1794.0
2015-01-17 18:00:00+01:00,,1.0,1150.0,4379.0
2015-01-17 19:00:00+01:00,,0.0,1181.0,5560.0
2015-01-17 20:00:00+01:00,,0.0,1195.0,5485.0
2015-01-17 21:00:00+01:00,,0.0,1189.0,5214.0
2015-01-17 22:00:00+01:00,,0.0,1151.0,4354.0
2015-01-17 23:00:00+01:00,,63.0,1114.0,2477.0
2015-01-18 00:00:00+01:00,,821.0,1022.0,997.0
2015-01-18 01:00:00+01:00,,2241.0,981.0,866.0
2015-01-18 02:00:00+01:00,,2778.0,915.0,674.0
2015-01-18 03:00:00+01:00,,3017.0,905.0,598.0
2015-01-18 04:00:00+01:00,,3289.0,917.0,666.0
2015-01-18 05:00:00+01:00,,3137.0,930.0,646.0
2015-01-18 06:00:00+01:00,,3073.0,921.0,616.0
2015-01-18 07:00:00+01:00,,2491.0,980.0,715.0
2015-01-18 08:00:00+01:00,,2300.0,950.0,836.0
2015-01-18 09:00:00+01:00,,1221.0,1090.0,1027.0
2015-01-18 10:00:00+01:00,,4.0,1112.0,1435.0
2015-01-18 11:00:00+01:00,,1.0,1086.0,2440.0
2015-01-18 12:00:00+01:00,,1.0,1112.0,3218.0
2015-01-18 13:00:00+01:00,,1.0,1099.0,4070.0
2015-01-18 14:00:00+01:00,,1.0,1099.0,4740.0
2015-01-18 15:00:00+01:00,,1.0,1090.0,3034.0
2015-01-18 16:00:00+01:00,,1.0,1082.0,2100.0
2015-01-18 17:00:00+01:00,,72.0,1092.0,1591.0
2015-01-18 18:00:00+01:00,,3.0,1163.0,2649.0
2015-01-18 19:00:00+01:00,,0.0,1210.0,4250.0
2015-01-18 20:00:00+01:00,,0.0,1255.0,4882.0
2015-01-18 21:00:00+01:00,,0.0,1285.0,4986.0
2015-01-18 22:00:00+01:00,,0.0,1276.0,4552.0
2015-01-18 23:00:00+01:00,,48.0,1216.0,3077.0
2015-01-19 00:00:00+01:00,,1102.0,1109.0,1288.0
2015-01-19 01:00:00+01:00,,1834.0,997.0,906.0
2015-01-19 02:00:00+01:00,,2645.0,991.0,636.0
2015-01-19 03:00:00+01:00,,2937.0,989.0,491.0
2015-01-19 04:00:00+01:00,,3056.0,967.0,417.0
2015-01-19 05:00:00+01:00,,3063.0,977.0,518.0
2015-01-19 06:00:00+01:00,,2025.0,1005.0,914.0
2015-01-19 07:00:00+01:00,,579.0,1036.0,1569.0
2015-01-19 08:00:00+01:00,,1.0,1138.0,1980.0
2015-01-19 09:00:00+01:00,,1.0,1120.0,2748.0
2015-01-19 10:00:00+01:00,,1.0,1133.0,3670.0
2015-01-19 11:00:00+01:00,,1.0,1167.0,3138.0
